Borough,Date,Time,Level of Offense,Location Description,Crime Description,Latitude,Longitude,Lat_Lon
Bronx,12/04/2023,17:00:00,FELONY,(null),"ROBBERY,PERSONAL ELECTRONIC DEVICE",40.85175832732113,-73.88471696660307,"(40.85175832732113, -73.88471696660307)"
Brooklyn,12/04/2023,15:00:00,FELONY,(null),"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",40.654092,-73.864733,"(40.654092, -73.864733)"
Manhattan,12/04/2023,22:00:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.741719,-73.983136,"(40.741719, -73.983136)"
Brooklyn,12/04/2023,14:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",40.672777,-73.866472,"(40.672777, -73.866472)"
Bronx,12/04/2023,05:00:00,FELONY,FRONT OF,"LARCENY,GRAND OF AUTO",40.886529,-73.829693,"(40.886529, -73.829693)"
Brooklyn,12/04/2023,18:00:00,MISDEMEANOR,(null),"LARCENY,PETIT BY FALSE PROMISE",40.607578,-73.952958,"(40.607578, -73.952958)"
Queens,12/04/2023,11:55:00,FELONY,FRONT OF,"LARCENY,GRAND FROM RESIDENCE/BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",40.668663,-73.736947,"(40.668663, -73.736947)"
Manhattan,12/04/2023,10:42:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.794507,-73.966322,"(40.794507, -73.966322)"
Queens,12/04/2023,12:30:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM OPEN AREAS,",40.691773,-73.778706,"(40.691773, -73.778706)"
Queens,12/04/2023,11:30:00,FELONY,FRONT OF,"LARCENY,GRAND OF AUTO",40.748731,-73.752928,"(40.748731, -73.752928)"
Queens,12/04/2023,10:00:00,FELONY,FRONT OF,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.715253,-73.783332,"(40.715253, -73.783332)"
Queens,12/04/2023,09:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",40.674278,-73.809207,"(40.674278, -73.809207)"
Queens,12/04/2023,11:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM OPEN AREAS,",40.668152,-73.756856,"(40.668152, -73.756856)"
Manhattan,12/04/2023,10:00:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.816626,-73.940878,"(40.816626, -73.940878)"
Queens,12/04/2023,14:00:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.746487,-73.924677,"(40.746487, -73.924677)"
Bronx,12/04/2023,17:03:00,FELONY,INSIDE,"ARSON 2,3,4",40.835405,-73.917845,"(40.835405, -73.917845)"
Manhattan,12/04/2023,17:00:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-TELLER",40.816626,-73.940878,"(40.816626, -73.940878)"
Brooklyn,12/04/2023,00:01:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.65481,-73.926805,"(40.65481, -73.926805)"
Bronx,12/04/2023,14:30:00,MISDEMEANOR,(null),PETIT LARCENY-CHECK FROM MAILB,40.811978642627416,-73.92372524643208,"(40.811978642627416, -73.92372524643208)"
Queens,12/04/2023,08:00:00,MISDEMEANOR,(null),PETIT LARCENY-CHECK FROM MAILB,40.741362906819774,-73.9209552221866,"(40.741362906819774, -73.9209552221866)"
Bronx,12/04/2023,20:59:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.873944,-73.908788,"(40.873944, -73.908788)"
Bronx,12/04/2023,16:15:00,FELONY,FRONT OF,"LARCENY,GRAND FROM PERSON,PICK",40.816312,-73.917204,"(40.816312, -73.917204)"
Bronx,12/04/2023,08:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UN",40.801749,-73.911447,"(40.801749, -73.911447)"
Bronx,12/04/2023,18:00:00,MISDEMEANOR,(null),"CRIMINAL MISCHIEF,UNCLASSIFIED 4",40.85713645771939,-73.84379333465493,"(40.85713645771939, -73.84379333465493)"
Bronx,12/04/2023,09:00:00,MISDEMEANOR,INSIDE,"CHILD, ENDANGERING WELFARE",40.8694704770483,-73.8798608037303,"(40.8694704770483, -73.8798608037303)"
Bronx,12/04/2023,16:00:00,FELONY,FRONT OF,"LARCENY,GRAND OF BICYCLE",40.850298,-73.903968,"(40.850298, -73.903968)"
Brooklyn,12/04/2023,20:00:00,MISDEMEANOR,(null),"CHILD, ENDANGERING WELFARE",40.6713598203364,-73.8818110231735,"(40.6713598203364, -73.8818110231735)"
Brooklyn,12/04/2023,17:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.666515,-73.898355,"(40.666515, -73.898355)"
Queens,12/04/2023,07:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.729175,-73.845481,"(40.729175, -73.845481)"
Bronx,12/04/2023,11:12:00,FELONY,REAR OF,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",40.843049,-73.846398,"(40.843049, -73.846398)"
Manhattan,12/05/2023,15:01:00,FELONY,INSIDE,"NY STATE LAWS,UNCLASSIFIED FEL",40.716337,-74.001251,"(40.716337, -74.001251)"
Manhattan,12/05/2023,09:30:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 1,CIVILIAN",40.715372,-74.002572,"(40.715372, -74.002572)"
Manhattan,12/05/2023,11:16:00,FELONY,INSIDE,"LARCENY,GRAND FROM RESIDENCE/BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.729482,-73.987029,"(40.729482, -73.987029)"
Brooklyn,12/05/2023,15:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",40.610021,-73.974287,"(40.610021, -73.974287)"
Manhattan,12/05/2023,16:12:00,FELONY,INSIDE,"CONTROLLED SUBSTANCE,SALE 3",40.724993,-73.978195,"(40.724993, -73.978195)"
Queens,12/05/2023,22:00:00,FELONY,INSIDE,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD",40.745027,-73.954575,"(40.745027, -73.954575)"
Manhattan,12/05/2023,07:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",40.752256,-73.991557,"(40.752256, -73.991557)"
Manhattan,12/05/2023,13:00:00,FELONY,INSIDE,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",40.741768,-73.976511,"(40.741768, -73.976511)"
Brooklyn,12/05/2023,15:00:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",40.702076,-73.989651,"(40.702076, -73.989651)"
Staten Island,12/05/2023,16:00:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.598279,-74.100178,"(40.598279, -74.100178)"
Manhattan,12/05/2023,17:05:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.731635,-74.006243,"(40.731635, -74.006243)"
Brooklyn,12/05/2023,14:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",40.716843,-73.946475,"(40.716843, -73.946475)"
Bronx,12/05/2023,12:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",40.810436,-73.930969,"(40.810436, -73.930969)"
Manhattan,12/05/2023,11:50:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.730091,-74.003212,"(40.730091, -74.003212)"
Manhattan,12/05/2023,10:30:00,FELONY,INSIDE,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",40.835495,-73.939188,"(40.835495, -73.939188)"
Manhattan,12/05/2023,11:00:00,FELONY,FRONT OF,"LARCENY,GRAND OF AUTO",40.82365,-73.947859,"(40.82365, -73.947859)"
Staten Island,12/05/2023,13:30:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.548308,-74.168152,"(40.548308, -74.168152)"
Bronx,12/05/2023,12:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",40.816162,-73.930314,"(40.816162, -73.930314)"
Manhattan,12/05/2023,14:44:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.724359,-74.00153,"(40.724359, -74.00153)"
Staten Island,12/05/2023,19:00:00,FELONY,FRONT OF,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT",40.603505,-74.120714,"(40.603505, -74.120714)"
Brooklyn,12/05/2023,10:44:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM OPEN AREAS,",40.68156,-73.912848,"(40.68156, -73.912848)"
Brooklyn,12/05/2023,18:00:00,FELONY,(null),"LARCENY,GRAND OF AUTO",40.66590760271363,-73.91853583163024,"(40.66590760271363, -73.91853583163024)"
Manhattan,12/05/2023,11:13:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.785443,-73.977717,"(40.785443, -73.977717)"
Bronx,12/05/2023,20:41:00,MISDEMEANOR,(null),"FORGERY,ETC.-MISD.",40.83751471081265,-73.91477323078212,"(40.83751471081265, -73.91477323078212)"
Manhattan,12/05/2023,17:30:00,VIOLATION,FRONT OF,"HARASSMENT,SUBD 3,4,5",40.709169,-74.009009,"(40.709169, -74.009009)"
Manhattan,12/05/2023,17:02:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.762546,-73.989637,"(40.762546, -73.989637)"
Bronx,12/05/2023,00:00:00,FELONY,INSIDE,STRANGULATION 1ST,40.860989,-73.905336,"(40.860989, -73.905336)"
Bronx,12/05/2023,07:55:00,FELONY,FRONT OF,"LARCENY,GRAND OF AUTO",40.8769,-73.872271,"(40.8769, -73.872271)"
Bronx,12/05/2023,15:10:00,MISDEMEANOR,(null),"SEXUAL ABUSE 3,2",40.8162058439227,-73.8960011932583,"(40.8162058439227, -73.8960011932583)"
Brooklyn,12/05/2023,08:00:00,FELONY,INSIDE,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",40.636379,-73.896672,"(40.636379, -73.896672)"
Queens,12/05/2023,12:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.732206,-73.88828,"(40.732206, -73.88828)"
Bronx,12/05/2023,12:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT FROM OPEN AREAS,",40.877201,-73.86164,"(40.877201, -73.86164)"
Bronx,12/05/2023,11:15:00,FELONY,INSIDE,"BURGLARY,COMMERCIAL,DAY",40.822983,-73.856878,"(40.822983, -73.856878)"
Queens,12/05/2023,09:00:00,VIOLATION,REAR OF,"HARASSMENT,SUBD 1,CIVILIAN",40.684496,-73.785518,"(40.684496, -73.785518)"
Manhattan,12/05/2023,12:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.737877,-73.973712,"(40.737877, -73.973712)"
Manhattan,12/05/2023,13:04:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.789912,-73.974315,"(40.789912, -73.974315)"
Brooklyn,12/05/2023,15:22:00,FELONY,(null),"CONTROLLED SUBSTANCE,SALE 1",40.644852371842944,-73.91111676345461,"(40.644852371842944, -73.91111676345461)"
Manhattan,12/05/2023,17:25:00,FELONY,FRONT OF,"CONTROLLED SUBSTANCE,SALE 2",40.748233,-73.973377,"(40.748233, -73.973377)"
Bronx,12/05/2023,00:01:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.880033,-73.877825,"(40.880033, -73.877825)"
Queens,12/05/2023,19:54:00,FELONY,(null),UNAUTHORIZED USE VEHICLE 2,40.7565675846374,-73.8759315341335,"(40.7565675846374, -73.8759315341335)"
Manhattan,12/05/2023,13:00:00,MISDEMEANOR,INSIDE,ASSAULT 3,40.815927,-73.935314,"(40.815927, -73.935314)"
Bronx,12/05/2023,12:00:00,VIOLATION,(null),"HARASSMENT,SUBD 3,4,5",40.830604,-73.90728,"(40.830604, -73.90728)"
Queens,12/05/2023,20:52:00,MISDEMEANOR,(null),UNAUTHORIZED USE VEHICLE 3,40.7565675846374,-73.8759315341335,"(40.7565675846374, -73.8759315341335)"
Queens,12/05/2023,13:35:00,FELONY,INSIDE,"LARCENY,GRAND BY DISHONEST EMP",40.756098,-73.880254,"(40.756098, -73.880254)"
Brooklyn,12/05/2023,12:00:00,MISDEMEANOR,INSIDE,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",40.669766,-73.865736,"(40.669766, -73.865736)"
Bronx,12/05/2023,00:01:00,FELONY,INSIDE,"BURGLARY,RESIDENCE,UNKNOWN TIM",40.855214,-73.915913,"(40.855214, -73.915913)"
Bronx,12/05/2023,04:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT OF LICENSE PLATE",40.900478,-73.870541,"(40.900478, -73.870541)"
Bronx,12/05/2023,13:30:00,MISDEMEANOR,FRONT OF,PETIT LARCENY-CHECK FROM MAILB,40.853401,-73.864847,"(40.853401, -73.864847)"
Bronx,12/05/2023,00:00:00,FELONY,INSIDE,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",40.872122,-73.903371,"(40.872122, -73.903371)"
Bronx,12/05/2023,13:14:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.875691,-73.880537,"(40.875691, -73.880537)"
Queens,12/05/2023,09:00:00,VIOLATION,FRONT OF,"HARASSMENT,SUBD 3,4,5",40.684496,-73.785518,"(40.684496, -73.785518)"
Queens,12/05/2023,16:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.704795,-73.745029,"(40.704795, -73.745029)"
Bronx,12/05/2023,14:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UN",40.822707,-73.817948,"(40.822707, -73.817948)"
Queens,12/05/2023,07:21:00,FELONY,INSIDE,RECKLESS ENDANGERMENT 1,40.754128,-73.8231,"(40.754128, -73.8231)"
Queens,12/05/2023,17:00:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-TELLER",40.681816,-73.732544,"(40.681816, -73.732544)"
Manhattan,12/06/2023,14:00:00,FELONY,INSIDE,"FORGERY,ETC.,UNCLASSIFIED-FELO",40.770103,-73.987839,"(40.770103, -73.987839)"
Manhattan,12/06/2023,12:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.75186,-73.981022,"(40.75186, -73.981022)"
Manhattan,12/06/2023,12:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.777247,-73.986346,"(40.777247, -73.986346)"
Staten Island,12/06/2023,13:40:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.62676,-74.154365,"(40.62676, -74.154365)"
Staten Island,12/06/2023,08:00:00,FELONY,INSIDE,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",40.600834,-74.12753,"(40.600834, -74.12753)"
Manhattan,12/06/2023,12:00:00,FELONY,FRONT OF,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.801545,-73.957466,"(40.801545, -73.957466)"
Staten Island,12/06/2023,12:00:00,MISDEMEANOR,INSIDE,"TRESPASS 2, CRIMINAL",40.64328,-74.096928,"(40.64328, -74.096928)"
Manhattan,12/06/2023,23:00:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED",40.793971,-73.938444,"(40.793971, -73.938444)"
Brooklyn,12/06/2023,20:06:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED",40.623712,-73.941455,"(40.623712, -73.941455)"
Manhattan,12/06/2023,11:01:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED",40.797806,-73.948549,"(40.797806, -73.948549)"
Staten Island,12/06/2023,12:00:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.57601,-74.11586,"(40.57601, -74.11586)"
Brooklyn,12/06/2023,00:01:00,MISDEMEANOR,INSIDE,UNAUTHORIZED USE VEHICLE 3,40.630072,-74.015196,"(40.630072, -74.015196)"
Manhattan,12/06/2023,08:00:00,FELONY,INSIDE,"LARCENY,GRAND BY THEFT OF CREDIT CARD",40.795572,-73.932295,"(40.795572, -73.932295)"
Brooklyn,12/06/2023,19:00:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.597216,-73.981498,"(40.597216, -73.981498)"
Manhattan,12/06/2023,00:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT BY CREDIT CARD U",40.734312,-73.981877,"(40.734312, -73.981877)"
Manhattan,12/06/2023,17:16:00,MISDEMEANOR,INSIDE,UNAUTHORIZED USE VEHICLE 3,40.762261,-73.987985,"(40.762261, -73.987985)"
Brooklyn,12/06/2023,15:30:00,FELONY,FRONT OF,CRIMINAL CONTEMPT 1,40.603325,-74.005111,"(40.603325, -74.005111)"
Brooklyn,12/06/2023,19:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.675403,-73.958072,"(40.675403, -73.958072)"
Manhattan,12/06/2023,10:25:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT BY DISHONEST EMP",40.794507,-73.966322,"(40.794507, -73.966322)"
Brooklyn,12/06/2023,15:00:00,MISDEMEANOR,FRONT OF,UNAUTHORIZED USE VEHICLE 3,40.605608,-73.990002,"(40.605608, -73.990002)"
Manhattan,12/06/2023,09:00:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNAUTHORIZED PURCHASE",40.761949,-73.970504,"(40.761949, -73.970504)"
Bronx,12/06/2023,02:30:00,FELONY,INSIDE,"PUBLIC ADMINISTRATION,UNCLASSI",40.804008,-73.878333,"(40.804008, -73.878333)"
Manhattan,12/06/2023,14:56:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.802021,-73.947578,"(40.802021, -73.947578)"
Queens,12/06/2023,00:00:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.759373,-73.942047,"(40.759373, -73.942047)"
Manhattan,12/06/2023,12:00:00,MISDEMEANOR,INSIDE,"FRAUD,UNCLASSIFIED-MISDEMEANOR",40.831271,-73.948241,"(40.831271, -73.948241)"
Bronx,12/06/2023,23:24:00,MISDEMEANOR,(null),"LARCENY,PETIT FROM OPEN AREAS,",40.83420109672967,-73.85168536781177,"(40.83420109672967, -73.85168536781177)"
Brooklyn,12/06/2023,11:20:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UN",40.695051,-73.99045,"(40.695051, -73.99045)"
Brooklyn,12/06/2023,00:36:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.708663,-73.953025,"(40.708663, -73.953025)"
Brooklyn,12/06/2023,17:00:00,MISDEMEANOR,INSIDE,ASSAULT 3,40.577782,-73.984992,"(40.577782, -73.984992)"
Queens,12/06/2023,12:00:00,FELONY,INSIDE,"LARCENY,GRAND BY THEFT OF CREDIT CARD",40.762613,-73.766209,"(40.762613, -73.766209)"
Queens,12/06/2023,05:25:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",40.739996,-73.788809,"(40.739996, -73.788809)"
Queens,12/06/2023,18:30:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",40.698472,-73.784039,"(40.698472, -73.784039)"
Manhattan,12/06/2023,17:30:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.800244,-73.940436,"(40.800244, -73.940436)"
Bronx,12/06/2023,20:00:00,FELONY,INSIDE,STRANGULATION 1ST,40.883595,-73.827157,"(40.883595, -73.827157)"
Manhattan,12/06/2023,00:19:00,FELONY,INSIDE,"ARSON, MOTOR VEHICLE 1 2 3 & 4",40.816049,-73.954319,"(40.816049, -73.954319)"
Manhattan,12/06/2023,10:00:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.773182,-73.9506,"(40.773182, -73.9506)"
Brooklyn,12/06/2023,06:16:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.720357,-73.950413,"(40.720357, -73.950413)"
Bronx,12/06/2023,17:30:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT BY CREDIT CARD U",40.819109,-73.910176,"(40.819109, -73.910176)"
Bronx,12/06/2023,10:00:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.859328,-73.902206,"(40.859328, -73.902206)"
Brooklyn,12/06/2023,13:39:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT OF LICENSE PLATE",40.647859,-73.917005,"(40.647859, -73.917005)"
Queens,12/06/2023,12:00:00,FELONY,FRONT OF,UNAUTHORIZED USE VEHICLE 2,40.763908,-73.878673,"(40.763908, -73.878673)"
Queens,12/06/2023,16:15:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.760618,-73.936089,"(40.760618, -73.936089)"
Queens,12/06/2023,22:30:00,MISDEMEANOR,(null),"LARCENY,PETIT OF LICENSE PLATE",40.769428325434575,-73.91023928989328,"(40.769428325434575, -73.91023928989328)"
Queens,12/06/2023,20:00:00,FELONY,INSIDE,"ASSAULT 2,1,UNCLASSIFIED",40.758611,-73.87692,"(40.758611, -73.87692)"
Queens,12/06/2023,21:03:00,MISDEMEANOR,(null),UNAUTHORIZED USE VEHICLE 3,40.7565675846374,-73.8759315341335,"(40.7565675846374, -73.8759315341335)"
Bronx,12/06/2023,10:00:00,MISDEMEANOR,(null),"CRIMINAL MISCHIEF,UNCLASSIFIED 4",40.858116521333166,-73.85663523862021,"(40.858116521333166, -73.85663523862021)"
Queens,12/06/2023,23:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.757451,-73.919132,"(40.757451, -73.919132)"
Brooklyn,12/06/2023,00:05:00,MISDEMEANOR,INSIDE,ASSAULT 3,40.694185,-73.916286,"(40.694185, -73.916286)"
Brooklyn,12/06/2023,08:00:00,FELONY,INSIDE,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",40.642621,-73.911182,"(40.642621, -73.911182)"
Queens,12/06/2023,20:37:00,MISDEMEANOR,(null),UNAUTHORIZED USE VEHICLE 3,40.7565675846374,-73.8759315341335,"(40.7565675846374, -73.8759315341335)"
Queens,12/06/2023,01:33:00,MISDEMEANOR,(null),UNAUTHORIZED USE VEHICLE 3,40.7565675846374,-73.8759315341335,"(40.7565675846374, -73.8759315341335)"
Queens,12/06/2023,03:45:00,FELONY,INSIDE,"ASSAULT 2,1,UNCLASSIFIED",40.587654,-73.810559,"(40.587654, -73.810559)"
Queens,12/06/2023,11:05:00,FELONY,FRONT OF,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT",40.741788,-73.906918,"(40.741788, -73.906918)"
Bronx,12/06/2023,12:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UN",40.870258,-73.898354,"(40.870258, -73.898354)"
Bronx,12/06/2023,18:00:00,FELONY,FRONT OF,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT",40.877347,-73.901945,"(40.877347, -73.901945)"
Queens,12/06/2023,11:00:00,MISDEMEANOR,FRONT OF,UNAUTHORIZED USE VEHICLE 3,40.680191,-73.825937,"(40.680191, -73.825937)"
Bronx,12/06/2023,12:00:00,FELONY,INSIDE,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",40.869631,-73.862917,"(40.869631, -73.862917)"
Bronx,12/06/2023,12:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.826508,-73.818415,"(40.826508, -73.818415)"
Bronx,12/06/2023,13:00:00,VIOLATION,FRONT OF,"HARASSMENT,SUBD 3,4,5",40.855563,-73.867658,"(40.855563, -73.867658)"
Staten Island,12/07/2023,13:00:00,MISDEMEANOR,INSIDE,"FRAUD,UNCLASSIFIED-MISDEMEANOR",40.536146,-74.222502,"(40.536146, -74.222502)"
Staten Island,12/07/2023,09:00:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",40.565086,-74.115182,"(40.565086, -74.115182)"
Brooklyn,12/07/2023,13:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM RESIDENCE/BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.676081,-73.961311,"(40.676081, -73.961311)"
Manhattan,12/07/2023,15:45:00,FELONY,INSIDE,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",40.71843,-73.987798,"(40.71843, -73.987798)"
Brooklyn,12/07/2023,12:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT OF BICYCLE",40.631702,-73.986611,"(40.631702, -73.986611)"
Brooklyn,12/07/2023,00:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 1,CIVILIAN",40.707655,-73.958388,"(40.707655, -73.958388)"
Brooklyn,12/07/2023,12:00:00,FELONY,INSIDE,"FORGERY,ETC.,UNCLASSIFIED-FELO",40.638458,-74.019066,"(40.638458, -74.019066)"
Manhattan,12/07/2023,18:14:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.732507,-73.995106,"(40.732507, -73.995106)"
Manhattan,12/07/2023,09:00:00,MISDEMEANOR,INSIDE,"FRAUD,UNCLASSIFIED-MISDEMEANOR",40.727562,-73.996126,"(40.727562, -73.996126)"
Staten Island,12/07/2023,17:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT BY DISHONEST EMP",40.64322,-74.075921,"(40.64322, -74.075921)"
Brooklyn,12/07/2023,12:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",40.680001,-73.932948,"(40.680001, -73.932948)"
Manhattan,12/07/2023,12:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.725499,-74.002108,"(40.725499, -74.002108)"
Brooklyn,12/07/2023,08:00:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",40.67667,-73.906066,"(40.67667, -73.906066)"
Brooklyn,12/07/2023,09:00:00,FELONY,INSIDE,BAIL JUMPING 1 & 2,40.694381,-73.987194,"(40.694381, -73.987194)"
Brooklyn,12/07/2023,14:30:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED",40.629563,-73.902877,"(40.629563, -73.902877)"
Brooklyn,12/07/2023,08:00:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",40.677381,-73.890573,"(40.677381, -73.890573)"
