Borough,Date,Time,Level of Offense,Location Description,Crime Description,Latitude,Longitude,Lat_Lon
Bronx,12/01/2023,22:50:00,FELONY,FRONT OF,"LARCENY, GRAND OF MOPED",40.866992,-73.822048,"(40.866992, -73.822048)"
Queens,12/01/2023,08:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM OPEN AREAS,",40.668152,-73.756856,"(40.668152, -73.756856)"
Brooklyn,12/01/2023,12:00:00,MISDEMEANOR,FRONT OF,UNAUTHORIZED USE VEHICLE 3,40.602072,-73.970043,"(40.602072, -73.970043)"
Queens,12/01/2023,12:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.785638,-73.827098,"(40.785638, -73.827098)"
Brooklyn,12/01/2023,10:00:00,MISDEMEANOR,(null),"LARCENY,PETIT OF LICENSE PLATE",40.5779944866961,-73.95963472224898,"(40.5779944866961, -73.95963472224898)"
Brooklyn,12/01/2023,23:30:00,FELONY,INSIDE,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",40.695404,-73.983239,"(40.695404, -73.983239)"
Queens,12/01/2023,00:00:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED",40.677094,-73.734708,"(40.677094, -73.734708)"
Queens,12/01/2023,17:00:00,FELONY,INSIDE,STRANGULATION 1ST,40.707634,-73.760202,"(40.707634, -73.760202)"
Brooklyn,12/01/2023,10:30:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.683605,-73.967425,"(40.683605, -73.967425)"
Queens,12/01/2023,13:02:00,FELONY,(null),"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",40.705602,-73.778087,"(40.705602, -73.778087)"
Brooklyn,12/01/2023,00:01:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UN",40.58141,-73.975752,"(40.58141, -73.975752)"
Manhattan,12/01/2023,09:00:00,FELONY,INSIDE,"LARCENY,GRAND BY DISHONEST EMP",40.759476,-73.976517,"(40.759476, -73.976517)"
Brooklyn,12/01/2023,12:00:00,MISDEMEANOR,FRONT OF,UNAUTHORIZED USE VEHICLE 3,40.663623,-73.955529,"(40.663623, -73.955529)"
Manhattan,12/01/2023,20:00:00,MISDEMEANOR,(null),UNAUTHORIZED USE VEHICLE 3,40.81017378067449,-73.95116727852542,"(40.81017378067449, -73.95116727852542)"
Bronx,12/01/2023,00:00:00,FELONY,FRONT OF,UNAUTHORIZED USE VEHICLE 2,40.828789,-73.912609,"(40.828789, -73.912609)"
Manhattan,12/01/2023,12:00:00,MISDEMEANOR,(null),PETIT LARCENY-CHECK FROM MAILB,40.82096601394009,-73.93956521485524,"(40.82096601394009, -73.93956521485524)"
Manhattan,12/01/2023,12:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.778497,-73.956314,"(40.778497, -73.956314)"
Bronx,12/01/2023,19:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.83628,-73.927488,"(40.83628, -73.927488)"
Brooklyn,12/01/2023,18:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UN",40.628258,-73.971239,"(40.628258, -73.971239)"
Manhattan,12/01/2023,12:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.775763,-73.954748,"(40.775763, -73.954748)"
Brooklyn,12/01/2023,08:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.713547,-73.962841,"(40.713547, -73.962841)"
Bronx,12/01/2023,12:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",40.882424,-73.917609,"(40.882424, -73.917609)"
Manhattan,12/01/2023,20:00:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.864158,-73.927516,"(40.864158, -73.927516)"
Brooklyn,12/01/2023,17:30:00,FELONY,INSIDE,"BURGLARY,RESIDENCE,DAY",40.711797,-73.952016,"(40.711797, -73.952016)"
Brooklyn,12/01/2023,00:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT OF LICENSE PLATE",40.59413,-73.947464,"(40.59413, -73.947464)"
Queens,12/01/2023,09:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT OF LICENSE PLATE",40.72955,-73.919263,"(40.72955, -73.919263)"
Bronx,12/01/2023,16:00:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.851386,-73.90035,"(40.851386, -73.90035)"
Brooklyn,12/01/2023,08:00:00,FELONY,INSIDE,"LARCENY,GRAND BY DISHONEST EMP",40.666149,-73.924927,"(40.666149, -73.924927)"
Bronx,12/01/2023,15:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT BY FALSE PROMISE",40.812684,-73.904324,"(40.812684, -73.904324)"
Brooklyn,12/01/2023,13:00:00,FELONY,FRONT OF,"LARCENY,GRAND FROM PERSON,PICK",40.674759,-73.950042,"(40.674759, -73.950042)"
Bronx,12/01/2023,12:00:00,FELONY,INSIDE,"ASSAULT 2,1,UNCLASSIFIED",40.844938,-73.886204,"(40.844938, -73.886204)"
Queens,12/01/2023,07:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.756729,-73.941036,"(40.756729, -73.941036)"
Bronx,12/01/2023,08:00:00,MISDEMEANOR,FRONT OF,UNAUTHORIZED USE VEHICLE 3,40.813503,-73.917678,"(40.813503, -73.917678)"
Bronx,12/01/2023,03:00:00,FELONY,INSIDE,"ASSAULT 2,1,UNCLASSIFIED",40.861285,-73.864124,"(40.861285, -73.864124)"
Bronx,12/01/2023,14:00:00,MISDEMEANOR,INSIDE,UNAUTHORIZED USE VEHICLE 3,40.855429,-73.890608,"(40.855429, -73.890608)"
Bronx,12/01/2023,07:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT OF LICENSE PLATE",40.829093,-73.896983,"(40.829093, -73.896983)"
Queens,12/01/2023,10:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",40.702866,-73.869487,"(40.702866, -73.869487)"
Bronx,12/01/2023,18:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT OF LICENSE PLATE",40.821825,-73.900729,"(40.821825, -73.900729)"
Bronx,12/01/2023,00:00:00,MISDEMEANOR,INSIDE,"SEXUAL MISCONDUCT,INTERCOURSE",40.8162058439227,-73.8960011932583,"(40.8162058439227, -73.8960011932583)"
Queens,12/01/2023,10:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT OF LICENSE PLATE",40.742376,-73.906342,"(40.742376, -73.906342)"
Manhattan,12/01/2023,00:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.797341,-73.937528,"(40.797341, -73.937528)"
Queens,12/01/2023,12:00:00,MISDEMEANOR,INSIDE,"FRAUD,UNCLASSIFIED-MISDEMEANOR",40.715371,-73.820554,"(40.715371, -73.820554)"
Brooklyn,12/01/2023,11:30:00,FELONY,INSIDE,"BURGLARY,RESIDENCE,DAY",40.653517,-73.918829,"(40.653517, -73.918829)"
Brooklyn,12/01/2023,00:00:00,MISDEMEANOR,(null),"LARCENY,PETIT OF LICENSE PLATE",40.66972531039708,-73.860962226195,"(40.66972531039708, -73.860962226195)"
Queens,12/01/2023,03:50:00,MISDEMEANOR,REAR OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",40.77287,-73.914684,"(40.77287, -73.914684)"
Bronx,12/01/2023,16:00:00,MISDEMEANOR,REAR OF,"LARCENY,PETIT OF LICENSE PLATE",40.833485,-73.858394,"(40.833485, -73.858394)"
Bronx,12/01/2023,12:00:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.884425,-73.858961,"(40.884425, -73.858961)"
Queens,12/01/2023,04:10:00,MISDEMEANOR,FRONT OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",40.770736,-73.918204,"(40.770736, -73.918204)"
Bronx,12/01/2023,07:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UN",40.832622,-73.888442,"(40.832622, -73.888442)"
Queens,12/01/2023,10:00:00,FELONY,INSIDE,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",40.737323,-73.897747,"(40.737323, -73.897747)"
Bronx,12/01/2023,17:00:00,MISDEMEANOR,FRONT OF,UNAUTHORIZED USE VEHICLE 3,40.890325,-73.836004,"(40.890325, -73.836004)"
Queens,12/01/2023,00:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.723928,-73.837502,"(40.723928, -73.837502)"
Queens,12/01/2023,23:30:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.732054,-73.813346,"(40.732054, -73.813346)"
Queens,12/01/2023,11:30:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UN",40.715519,-73.799504,"(40.715519, -73.799504)"
Queens,12/01/2023,12:00:00,VIOLATION,FRONT OF,"HARASSMENT,SUBD 3,4,5",40.694585,-73.793473,"(40.694585, -73.793473)"
Queens,12/01/2023,14:30:00,VIOLATION,FRONT OF,"HARASSMENT,SUBD 3,4,5",40.705892,-73.824804,"(40.705892, -73.824804)"
Brooklyn,12/02/2023,12:00:00,FELONY,INSIDE,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",40.720448,-73.955989,"(40.720448, -73.955989)"
Manhattan,12/02/2023,12:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.789075,-73.96843,"(40.789075, -73.96843)"
Manhattan,12/02/2023,09:00:00,FELONY,INSIDE,"LARCENY,GRAND BY THEFT OF CREDIT CARD",40.763814,-73.981952,"(40.763814, -73.981952)"
Manhattan,12/02/2023,10:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT BY CHECK USE",40.716258,-73.984091,"(40.716258, -73.984091)"
Manhattan,12/02/2023,12:00:00,MISDEMEANOR,INSIDE,"MENACING,UNCLASSIFIED",40.744784,-73.99329,"(40.744784, -73.99329)"
Manhattan,12/02/2023,12:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.744784,-73.99329,"(40.744784, -73.99329)"
Brooklyn,12/02/2023,02:00:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.62269,-74.006738,"(40.62269, -74.006738)"
Brooklyn,12/02/2023,07:00:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.614638,-74.026534,"(40.614638, -74.026534)"
Bronx,12/02/2023,19:00:00,FELONY,FRONT OF,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.81671,-73.911661,"(40.81671, -73.911661)"
Manhattan,12/02/2023,12:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.729547,-73.98243,"(40.729547, -73.98243)"
Manhattan,12/02/2023,15:44:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.718143,-73.984593,"(40.718143, -73.984593)"
Manhattan,12/02/2023,13:15:00,FELONY,INSIDE,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.867904,-73.920484,"(40.867904, -73.920484)"
Manhattan,12/02/2023,14:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM OPEN AREAS,",40.862087,-73.925057,"(40.862087, -73.925057)"
Manhattan,12/02/2023,12:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.715231,-73.990845,"(40.715231, -73.990845)"
Bronx,12/02/2023,06:00:00,MISDEMEANOR,(null),"LARCENY,PETIT FROM OPEN AREAS,",40.80755382044926,-73.91921496573,"(40.80755382044926, -73.91921496573)"
Bronx,12/02/2023,11:00:00,FELONY,FRONT OF,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.820996,-73.896387,"(40.820996, -73.896387)"
Brooklyn,12/02/2023,17:00:00,FELONY,FRONT OF,CRIMINAL CONTEMPT 1,40.605103,-73.995945,"(40.605103, -73.995945)"
Brooklyn,12/02/2023,19:00:00,MISDEMEANOR,INSIDE,"MENACING,UNCLASSIFIED",40.5782,-73.963643,"(40.5782, -73.963643)"
Queens,12/02/2023,14:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM OPEN AREAS,",40.680626,-73.8209,"(40.680626, -73.8209)"
Manhattan,12/02/2023,16:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT BY CREDIT CARD U",40.809573,-73.949746,"(40.809573, -73.949746)"
Queens,12/02/2023,11:00:00,VIOLATION,FRONT OF,"HARASSMENT,SUBD 1,CIVILIAN",40.707702,-73.873475,"(40.707702, -73.873475)"
Brooklyn,12/02/2023,17:21:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.713452,-73.951528,"(40.713452, -73.951528)"
Manhattan,12/02/2023,09:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.839686,-73.942101,"(40.839686, -73.942101)"
Manhattan,12/02/2023,07:52:00,FELONY,INSIDE,"LARCENY,GRAND BY DISHONEST EMP",40.758958,-73.981113,"(40.758958, -73.981113)"
Manhattan,12/02/2023,10:43:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.794507,-73.966322,"(40.794507, -73.966322)"
Queens,12/02/2023,23:13:00,FELONY,(null),STRANGULATION 1ST,40.70622102008962,-73.7279142526118,"(40.70622102008962, -73.7279142526118)"
Queens,12/02/2023,12:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.716989,-73.836588,"(40.716989, -73.836588)"
Manhattan,12/02/2023,15:00:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.758509,-73.961307,"(40.758509, -73.961307)"
Brooklyn,12/02/2023,19:40:00,MISDEMEANOR,INSIDE,UNAUTHORIZED USE VEHICLE 3,40.711786,-73.967633,"(40.711786, -73.967633)"
Manhattan,12/02/2023,11:55:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.769407,-73.960856,"(40.769407, -73.960856)"
Brooklyn,12/02/2023,16:00:00,MISDEMEANOR,INSIDE,"FRAUD,UNCLASSIFIED-MISDEMEANOR",40.637085,-73.926319,"(40.637085, -73.926319)"
Bronx,12/02/2023,14:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.849041,-73.900923,"(40.849041, -73.900923)"
Bronx,12/02/2023,03:40:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.822622,-73.930942,"(40.822622, -73.930942)"
Queens,12/02/2023,14:51:00,FELONY,INSIDE,"ASSAULT 2,1,UNCLASSIFIED",40.738254,-73.8773,"(40.738254, -73.8773)"
Queens,12/02/2023,17:58:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.75641,-73.835247,"(40.75641, -73.835247)"
Bronx,12/02/2023,22:58:00,FELONY,INSIDE,"ASSAULT 2,1,UNCLASSIFIED",40.804008,-73.878333,"(40.804008, -73.878333)"
Manhattan,12/02/2023,14:00:00,MISDEMEANOR,INSIDE,ASSAULT 3,40.795572,-73.932295,"(40.795572, -73.932295)"
Bronx,12/02/2023,12:00:00,MISDEMEANOR,INSIDE,"FRAUD,UNCLASSIFIED-MISDEMEANOR",40.835103,-73.869969,"(40.835103, -73.869969)"
Brooklyn,12/02/2023,21:13:00,FELONY,(null),CRIMINAL CONTEMPT 1,40.648284,-73.908701,"(40.648284, -73.908701)"
Queens,12/02/2023,10:03:00,MISDEMEANOR,(null),UNAUTHORIZED USE VEHICLE 3,40.7565675846374,-73.8759315341335,"(40.7565675846374, -73.8759315341335)"
Queens,12/02/2023,20:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.746432,-73.866587,"(40.746432, -73.866587)"
Brooklyn,12/03/2023,16:00:00,FELONY,INSIDE,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",40.627413,-74.010791,"(40.627413, -74.010791)"
Staten Island,12/03/2023,10:29:00,FELONY,INSIDE,"LARCENY,GRAND FROM RESIDENCE/BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.585994,-74.201333,"(40.585994, -74.201333)"
Brooklyn,12/03/2023,19:40:00,MISDEMEANOR,INSIDE,FALSE REPORT UNCLASSIFIED,40.674153,-74.002132,"(40.674153, -74.002132)"
Manhattan,12/03/2023,21:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 1,CIVILIAN",40.744977,-73.989919,"(40.744977, -73.989919)"
Manhattan,12/03/2023,22:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM NIGHT CLUB, UNATTENDED",40.725763,-73.983746,"(40.725763, -73.983746)"
Brooklyn,12/03/2023,08:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.604191,-73.939691,"(40.604191, -73.939691)"
Brooklyn,12/03/2023,14:48:00,FELONY,INSIDE,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",40.679662,-73.936135,"(40.679662, -73.936135)"
Brooklyn,12/03/2023,03:56:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.638736,-73.999013,"(40.638736, -73.999013)"
Brooklyn,12/03/2023,13:47:00,FELONY,INSIDE,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.707252,-73.944053,"(40.707252, -73.944053)"
Staten Island,12/03/2023,14:16:00,MISDEMEANOR,FRONT OF,UNAUTHORIZED USE VEHICLE 3,40.625462,-74.151743,"(40.625462, -74.151743)"
Queens,12/03/2023,15:50:00,FELONY,FRONT OF,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.742368,-73.920756,"(40.742368, -73.920756)"
Brooklyn,12/03/2023,09:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.662511,-73.927011,"(40.662511, -73.927011)"
Brooklyn,12/03/2023,09:00:00,MISDEMEANOR,(null),"LARCENY,PETIT BY CHECK USE",40.703336,-73.913097,"(40.703336, -73.913097)"
Brooklyn,12/03/2023,07:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM OPEN AREAS,",40.646488,-73.908542,"(40.646488, -73.908542)"
Queens,12/03/2023,15:00:00,FELONY,FRONT OF,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",40.760147,-73.918044,"(40.760147, -73.918044)"
Brooklyn,12/03/2023,09:00:00,MISDEMEANOR,(null),"LARCENY,PETIT FROM OPEN AREAS,",40.662761,-73.907529,"(40.662761, -73.907529)"
Brooklyn,12/03/2023,07:00:00,FELONY,FRONT OF,"MISCHIEF, CRIMINAL 3 & 2, OF M",40.664161,-73.914194,"(40.664161, -73.914194)"
Bronx,12/03/2023,20:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT FROM AUTO",40.866806,-73.901637,"(40.866806, -73.901637)"
Brooklyn,12/03/2023,12:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.661067,-73.958819,"(40.661067, -73.958819)"
Queens,12/03/2023,22:00:00,FELONY,INSIDE,"LARCENY,GRAND BY THEFT OF CREDIT CARD",40.769574,-73.886809,"(40.769574, -73.886809)"
Manhattan,12/03/2023,14:13:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT BY DISHONEST EMP",40.794507,-73.966322,"(40.794507, -73.966322)"
Brooklyn,12/03/2023,08:52:00,FELONY,(null),"TAMPERING 1,CRIMINAL",40.692233421103055,-73.98729955552464,"(40.692233421103055, -73.98729955552464)"
Bronx,12/03/2023,15:45:00,MISDEMEANOR,(null),"LARCENY,PETIT FROM OPEN AREAS,",40.88357560040627,-73.86280418783778,"(40.88357560040627, -73.86280418783778)"
Queens,12/03/2023,20:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",40.703649,-73.736188,"(40.703649, -73.736188)"
Manhattan,12/03/2023,13:10:00,MISDEMEANOR,INSIDE,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",40.752001,-73.977392,"(40.752001, -73.977392)"
Manhattan,12/03/2023,07:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.749327,-73.980764,"(40.749327, -73.980764)"
Manhattan,12/03/2023,14:00:00,VIOLATION,FRONT OF,"HARASSMENT,SUBD 3,4,5",40.828135,-73.941769,"(40.828135, -73.941769)"
Bronx,12/03/2023,17:00:00,MISDEMEANOR,INSIDE,"IMPRISONMENT 2,UNLAWFUL",40.876213,-73.902888,"(40.876213, -73.902888)"
Brooklyn,12/03/2023,08:17:00,FELONY,INSIDE,"LARCENY,GRAND BY DISHONEST EMP",40.659445,-73.931204,"(40.659445, -73.931204)"
Queens,12/03/2023,11:00:00,MISDEMEANOR,(null),PETIT LARCENY-CHECK FROM MAILB,40.782282501972425,-73.91459477419642,"(40.782282501972425, -73.91459477419642)"
Manhattan,12/03/2023,20:00:00,FELONY,INSIDE,"LARCENY,GRAND BY DISHONEST EMP",40.795572,-73.932295,"(40.795572, -73.932295)"
Queens,12/03/2023,15:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.761665,-73.938595,"(40.761665, -73.938595)"
Queens,12/03/2023,18:22:00,FELONY,INSIDE,"MISCHIEF,CRIMINAL,    UNCL 2ND",40.692764,-73.8326,"(40.692764, -73.8326)"
Queens,12/03/2023,00:01:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNAUTHORIZED PURCHASE",40.746213,-73.873868,"(40.746213, -73.873868)"
Queens,12/03/2023,01:45:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.693096,-73.859257,"(40.693096, -73.859257)"
Bronx,12/03/2023,13:35:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.873944,-73.908788,"(40.873944, -73.908788)"
Queens,12/03/2023,16:08:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.734955,-73.874983,"(40.734955, -73.874983)"
Queens,12/03/2023,17:12:00,MISDEMEANOR,(null),AGGRAVATED HARASSMENT 2,40.711283,-73.786215,"(40.711283, -73.786215)"
Brooklyn,12/03/2023,11:00:00,VIOLATION,FRONT OF,"HARASSMENT,SUBD 3,4,5",40.690669,-73.912124,"(40.690669, -73.912124)"
Queens,12/03/2023,16:05:00,MISDEMEANOR,(null),UNAUTHORIZED USE VEHICLE 3,40.7565675846374,-73.8759315341335,"(40.7565675846374, -73.8759315341335)"
Bronx,12/03/2023,14:48:00,FELONY,(null),"TAMPERING 1,CRIMINAL",40.85381528005006,-73.90733117171573,"(40.85381528005006, -73.90733117171573)"
Queens,12/03/2023,22:00:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.67457,-73.791022,"(40.67457, -73.791022)"
Queens,12/03/2023,12:00:00,MISDEMEANOR,INSIDE,UNAUTHORIZED USE VEHICLE 3,40.767551,-73.881405,"(40.767551, -73.881405)"
Bronx,12/03/2023,19:20:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.835435,-73.878146,"(40.835435, -73.878146)"
Queens,12/03/2023,12:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.670602,-73.800123,"(40.670602, -73.800123)"
Queens,12/03/2023,16:00:00,VIOLATION,FRONT OF,"HARASSMENT,SUBD 3,4,5",40.760729,-73.825482,"(40.760729, -73.825482)"
Queens,12/03/2023,03:24:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.750704,-73.853528,"(40.750704, -73.853528)"
Queens,12/03/2023,04:05:00,MISDEMEANOR,FRONT OF,ASSAULT 3,40.709264,-73.775467,"(40.709264, -73.775467)"
Staten Island,12/04/2023,14:29:00,FELONY,INSIDE,WEAPONS POSSESSION 3,40.528088,-74.237076,"(40.528088, -74.237076)"
Manhattan,12/04/2023,22:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.801478,-73.960362,"(40.801478, -73.960362)"
Brooklyn,12/04/2023,01:00:00,FELONY,INSIDE,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",40.64234,-74.004227,"(40.64234, -74.004227)"
Manhattan,12/04/2023,15:00:00,VIOLATION,(null),"HARASSMENT,SUBD 1,CIVILIAN",40.759588767336375,-73.96805073559709,"(40.759588767336375, -73.96805073559709)"
Manhattan,12/04/2023,10:00:00,FELONY,INSIDE,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",40.757025,-73.986236,"(40.757025, -73.986236)"
Brooklyn,12/04/2023,20:00:00,FELONY,INSIDE,RAPE 3,40.6581577535544,-74.0004411548878,"(40.6581577535544, -74.0004411548878)"
Manhattan,12/04/2023,19:50:00,MISDEMEANOR,INSIDE,"CONTEMPT,CRIMINAL",40.723083,-74.004139,"(40.723083, -74.004139)"
Brooklyn,12/04/2023,12:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT BY CHECK USE",40.704665,-73.944509,"(40.704665, -73.944509)"
Staten Island,12/04/2023,09:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT OF LICENSE PLATE",40.598279,-74.100178,"(40.598279, -74.100178)"
Manhattan,12/04/2023,12:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.743462,-74.00539,"(40.743462, -74.00539)"
Brooklyn,12/04/2023,12:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM OPEN AREAS,",40.700598,-73.92756,"(40.700598, -73.92756)"
Brooklyn,12/04/2023,13:00:00,FELONY,(null),"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",40.606386,-73.915554,"(40.606386, -73.915554)"
Manhattan,12/04/2023,12:35:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.758958,-73.981113,"(40.758958, -73.981113)"
Manhattan,12/04/2023,15:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT OF LICENSE PLATE",40.71382,-74.005564,"(40.71382, -74.005564)"
Brooklyn,12/04/2023,07:00:00,FELONY,INSIDE,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",40.626374,-73.912655,"(40.626374, -73.912655)"
Manhattan,12/04/2023,20:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.76038,-73.957989,"(40.76038, -73.957989)"
Manhattan,12/04/2023,14:19:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT BY DISHONEST EMP",40.794507,-73.966322,"(40.794507, -73.966322)"
Bronx,12/04/2023,08:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.905054,-73.904673,"(40.905054, -73.904673)"
